20010303a,이정진展 / LEEJUNGJIN / 李貞眞 / photography,On Road,solo exhibition,국제갤러리___서울 종로구 소격동 59-1번지___Tel. 02_735_8449___www.kukje.org
20010303a,이정진展 / LEEJUNGJIN / 李貞眞 / photography,On Road,solo exhibition,"On Road: 사진의 프레임 ● 카메라 렌즈에 포착된 대상을 편집하고 규정하는 틀*** 하나의 장치라고 할 수 있는 사진의 프레임은 이정진의 사진 작업을 이해하는데 있어서 핵심적인 위치를 차지한다. 편집된 사진이나 우연히 찍혀진 스냅사진 모두 카메라 프레임에 의해 의미 부여가 되고 이미지 기호로서 작용한다. 지난 10여년 동안 지속된 이정진의 활발한 사진작업에 있어서도 그는 카메라 프레임을 다양하게 적용하며 프레임을 독특하게 사진 이미지 생산에 개입시켜 작업하였다. 그리고 가장 최근 연작인 사진을 논하는데 있어서도 작가가 대상을 프레임 하는 방식이 가장 주목되는 부분이라고 본다. ● 이정진은 1997년 「미국 사막」 연작을 마무리하는 작업을 발표하면서 작가가 카메라 프레임에 대한 제어와 통제를 포기하고자 하였다고 기록한다. ""작가 의식의 반영이라고 할 수 있는 사진구도 잡기를 포기 함으로써 그 작가 의식 이전에 있는 대상 자체의 '자연스러움'과 '있는 그대로'의 실체를 표현""하고자 하였다는 것이다. 사진가의 특전을 포기하면서 수 년간 작업하였던 사막 연작을 마무리하고자 했던 것 같다. 이러한 의지의 결과는 현장의 생생함이 더 거칠게 표현된 마지막 사막 사진들이였다. ● 그 이후에 발표한 「바다」 연작은 이전 작업과는 또 다른 풍경을 보여주는 것이였으며 이정진은 이 작업을 통해 그의 가장 추상적이면서 회화적인 사진을 제작하였다. 바다를 소제로 선택한 것도 작가의 새로운 사진 이미지 구현에 적합한 것이였다. 바다 수면의 잔잔한 물결*** 바다와 모래가 만나는 해안선 등을 사진 전면에 펼쳐보이는 「바다」 사진들은 프레임의 장치가 담아낼 수 없는 광대한 스케일의 자연인 바다를 소제로 하여 작가는 그 풍경의 단편만을 사진에 제시하였다. 이러한 '사진 구도 잡기'인 프레임의 부재의 결과는 추상 모노크롬 회화와도 흡사한 사진이였다. 한 눈에 들어오는 바닷가 풍경이 아닌 바다 그 자체를 선택함으로써 작가는 매우 일반적인 물의 성질을 사진으로 담아내고 있고*** 바다라는 풍경을 물이라는 하나의 현상으로 프레임하였다. 이정진의 「바다」 연작은 도큐멘트로서 사진의 기능을 부정하는 반면 사진의 대상은 추상 이미지로서*** 초현실적인 대상으로서 제시되었다. ● 가장 최근 작업인 연작은 이정진의 예전 작업과는 현저히 다르면서도 유사한 접근 방식을 갖고 있다. 90년대 초 제작한 미국 사막 연작과 비교해 볼 때 역시 하나의 기행 사진이다. 사막 사진처럼 이정진은 작업을 하면서도 장엄하고도 포괄적인 자연 풍경을 의도하는 것이 아니라 우연히 마주친 흥미로운 요소나 자연과 사람이 만들어낸 기이한 형상들에 집착하고 있다. ● 국내를 이곳 저곳 다니면서 찍은 사진들과 몇 몇은 해외에서 찍었을 법한 사진들이 다채로운 이미지 레파토리를 형성한다. 황량한 들판*** 기이한 건물의 외장*** 시골 마을 어느 한적한 길 모퉁이와 적막한 작은 해안가 마을*** 나무와 농촌의 버려진 창고들의 서정적인 이미지들. 대부분 그의 풍경들은 매우 한국적이다. 사진에서 보여주는 수평선이나 지형이 그렇고*** 소나무나 건축물의 양식이 전통적이면서 독톡하게 지방색이 묻어난다. 작가를 사로잡은 이 풍경들은 프레임에 의해 고정되었다. 모든 사물과 정물이 정지되어 있고 완전한 적막이 드리워지고 생명의 흔적을 가리운 듯한 장면들에서는 시간 조차도 멈춰 선 것 같다. ● 연작에서 새롭게 시도되고 있는 것은 사진의 형식이다. 모든 사진들은 두터운 짙은 검정색 띠가 사진 테두리를 에워싸고 있고 이는 개념적으로나 시각적으로 작품을 이해하는데 중요한 작용을 한다. 이 테두리는 사진을 하나의 회화적인 그림으로서 편집을 하고 이미지를 완성시킨다. 시각적으로 이 테두리는 영화 필름을 확대하여 영화 장면의 스틸을 보는 듯 한 형식이다. 테두리는 하나의 화면을 구성하는 방식이면서 사진적인 기호이다. 현존하는 시간과 공간이 프레임에 의해 사진 화면에 고정되고 그 현장성은 프레임의 특수성에 의해 회화적인 도큐멘트가 아닌 회화적인 영역으로 전이된다. 그 프레임 안에 담겨진 장면에서는 시간적인 공간적인 의미가 불투명해진다. 사진들은 빛 바랜 과거 시간의 서정적인 이미지들이다. 개념적이기 보다는 시적이다. 작가가 사막과 바다 연작에서 편집의 기능을 부인하였던 것과는 역으로 에서는 사진의 프레임 기능을 두드러지게 부각시키고 있다. 그래서 이들은 아름답게 편집된 그림들이라고*** 그의 여정 속에서 담아온 개별적인 순간들의 재현이라는 것을 프레임을 통해 제시하고 있다. ● 이정진의 사진은 회화를 닮았다. 기술적으로 그의 사진은 기계적인 복제품이 아니고 작가가 집적 붓으로 리퀴드 라이트라는 감광유제를 한지에 발라 코팅을 하고 그 위에 인화를 하는 방식으로 작업을 한다. 그래서 프린트 마다 그 화면에 담겨진 붓자국들은 서로 다를 수 밖에 없고 동일한 두 장의 프린트가 제작된다는 것은 원론적으로는 불가능하다. 한지의 습성에 의해 사진 이미지는 스며드는 듯 화면에서 배어나오는 듯하며 세부적인 디테일이 생략되면서 명암의 대비도 현저히 부드러워진다. 이러한 제작 방식이나 한지 등 특수 종이의 사용과 회화적인 화면 연출은 특히 19세기 말 회화주의 (Pictorialist) 사진 작가들에 의해 한 때 성행하였다. 초기 사진 작가들도 그러했듯이 이정진도 사진의 위상을 예술적이고 회화적인 작품으로서 인식하고 본인의 작업을 사진이라는 고정된 쟝르로 규정하는 것에 대해 의문을 갖는다. 기존 사진의 기법을 이용하면서 사진의 독특한 이미지 기호를 언어로 구사하되 그의 작업은 회화적인 것이다. 결국 19세기 사진의 선례에 대한 메타 작업이기도 하면서*** 풍경을 독특하게 이정진 개인의 관점으로 프레임하여 지역적인*** 한국적인 정서로 재현한 사진이라고 할 수 있다. ■ 노재령Vol.20010303a | 이정진展 / LEEJUNGJIN / 李貞眞 / photography"
20010304a,한겨레일러스트레이션학교 4기 동인展,지금*** 나는,exhibition,초대일시_2001_0307_수요일_06:00pm___대안공간 풀___서울 종로구 관훈동 192-21번지___Tel. 02_735_4805
20010304a,한겨레일러스트레이션학교 4기 동인展,지금*** 나는,exhibition,"대안교육의 일환으로 지난 6개월 동안 개개인의 절실한 이야기*** 진솔한 그림*** 건강한 작가를 꿈꾸며 스스로 말하고 듣고*** 직접 쓰고 그렸습니다. 손재주를 뽐내는 기술자로서의 일러스트레이터가 아닌*** 세기의 갈림길에서 '일러스트레이션*** 무엇이어야 하는가'에 대한 진지한 반성과 모색이었습니다. 주문 생산만이 전부였던 우리 일러스트레이션 분야에서는 처음 있는 교육과정으로*** 학생들의 개인별 관심사를 심화시켜서 기획을 하고 이를 일러스트레이션이란 실물로 제작해내는 수업이었습니다. ● 다른 무엇보다도 자신의 삶 속에서 간직해 왔던 관심사-즉 그려야 되는 컨텐트(content)의 핵심-을 확인하면서 내용과 형식을 연구하고 토론하는 가운데 자신과 작업의 정체를 찾을 수 있었습니다. 작품에 대한 평가나 비평의 잣대를 의식하는 작업이 아니라 자신의 삶에 대한 지표로서 꾸준히 장르와 작가로서의 진정성을 견지하면서*** 그 뜻을 실천해 보고 싶었습니다. ● 또한 한 장의 그림으로 끝나는 일러스트레이션이 아닌 이야기 구조와 전개방식을 효과적으로 시각화하는 훈련을 통해 네러티브와 시퀀스를 연출해내는 능력을 배양하여 시각 영상매체 시대의 미술*** 텍스트와 이미지의 편집기술을 재 인식하는 계기를 만들고 이를 그림책 더미(견본)로 마무리하여 제시하는 과정도 동시에 진행했습니다. ● 1. 목적-자각과 실천_학교가 설립된 지 2년이 되었다. 그동안 100여명의 학생과 15명 이상의 교수진이 참여하여 교육 및 작가 공동체가 결성되었다. 한국 일러스트레이션의 현주소에 대한 비판적 자각과 실천적 대안활동으로 시작된 이 학교는 일러스트레이터의 작가정신과 작품세계를 총체적으로 완성하는 계기와 동기가 되고자 노력했다. 이미 3회의 전시를 통해 학교의 위상과 성격을 대외적으로 알린 바 있고 이제 네번째 전시를 기획하면서 학교 정보를 보다 완성된 형식으로 알리는 기회를 갖고자 한다. ● 2. 컨셉-투명한 준비_우리 학교는 그림책 일러스트레이션을 전문적으로 학습하고 연구하는 교육기관이다. 그림책은 언어영역의 모든 활동을 종합하는 것이다. 말하기*** 쓰기*** 그리기*** 만들기 등의 인간이 갖고 있는 온갖 표현 기술을 활용하여 이야기를 나누는 것이다. 그림의 조형적 조건과 언어적 특성을 잘 살려서 우리들의 이웃과 더불어 즐기는 것이다. 이처럼 소중한 그림책을 만들기 위해서는 꽤 진지한 준비과정이 필요하다. ● 이 과정을 하나의 프로그램으로 편성한 것이 「한겨레 일러스트레이션 학교」다. 따라서 이번 전시도 이러한 과정을 투명하게 보여주는 것이 될 것이다. ● 3. 전략-겸손하게*** 진솔하게_이 전시는 6개월 동안의 과제 결과물을 발표하는 자리이다. 모든 전시물은 그림책을 전제로 한 과정이거나 결과들이 될 것이다. 결과를 자랑하기 보다는 과정을 중시하는 학교의 태도가 잘 드러나는 전시가 되도록 노력한다.작가는 늘 겸손해야 한다. 작가의 창조적 역량을 과시하는 수 많은 전시를 또한 존중하면서 우리는 우리의 길을 간다. ""저는 이렇게 말하고*** 쓰고*** 그리고 만들었습니다"" 고 진솔하게 이야기하는 전시가 되어야 한다. ■ 한겨레 일러스트레이션 학교Vol.20010304a | 지금*** 나는展"
20010305a,책임기획_고충환,재현의 재현,other,● 위 이미지를 클릭하면 인옥션의 '재현의 재현'전으로 갑니다.___참여작가___강홍구_김재웅_김창겸_박혜성_배준성___서상아_우중근_이동기_정주영_홍지연___성곡미술관 별관 1***2***3층___서울 종로구 신문로 2가 1-101번지___Tel. 02_737_7650___www.sungkokmuseum.com
20010305a,책임기획_고충환,재현의 재현,other,■ 영향사*** 이미지의 미궁1. 이미지 ● 이미지는 사실성의 반영이다. 이미지는 사실성을 감추고 변질시킨다. 이미지는 사실성의 부재를 감춘다. 이미지는 그것이 무엇이건 간에 어떠한 사실성과도 무관하다. 이미지는 그 자체 순수한 시뮬라크르이다. - 장 보드리야르의 '이미지의 연속적인 단계에 대해'- ● 나무를 깎아서 조립해 만든 조악한 총을 가지고 놀던 시절이 있었다. 나무 총은 언젠가 플라스틱 모조 총으로 바뀌었으며*** 제법 실제 소리를 그럴 듯하게 흉내내기도 했다. 그리고 이후 모니터 상에서 화상으로 만나게 된 총은 실제 총을 거의 완벽하게 닮아 있을 뿐 아니라 그 이상의 현실감을 갖게 한다. 꼬마들의 놀이를 대변해주는 장난감 총의 이러한 역사는 물신주의로부터 탈물신주의로*** 감각주의로부터 개념주의(모든 감각적 경험이 뇌의 생물학적 성질에 한정되는*** 일종의 '환영'의 허구적 경로를 통해 감각적 경험이 이루어지는)에로의 변화를 말해준다. 감각의 점진적인 탈각으로부터 마침내 순수 이미지에 이어진 이런 변화를 어떻게 이해해야 할까.● '중학생이 인터넷에 폭탄 제조 유료 사이트를 운영하다 경찰에 붙잡혔다... 인터넷 자살 사이트를 접속한 것으로 알려진 중학생이 자살한데 이어 초등학생이 아파트 15층에서 뛰어내려 목숨을 끊었다'. 요즈음 한창 논란이 되고 있는 반사회적(?) 사이트에 관련한 한 일간지 기사다. 뜬금없이 이런 기사를 '인용'한 이유는 물론 일부 사이트가 끼칠 수 있는 반사회적 해악을 따지려는 것이 아니며*** 그런 성격의 지면도 아니다. 윤리적인 문제와 미학적인 문제가 구분되지 않은 하나이긴 하지만*** 편의상 이 둘을 분리시켜서 최근의 이런 일련의 현상과 미학적인 측면이 갖는 관계를 따져보자는 것이 이 글을 인용한 의도이다. ● 사이트는 무엇보다도 소통 수단이며 통로이다. 사이트는 엄청난 이미지와 정보가 들고나는 정류장이다. 사이트는 엄청난 사실(최초 입력된 사실 역시 일차로 가공/재현된 것이긴 하지만)이 익명의 이미지로서*** 정보로서 조작되고 왜곡되고 유포되는 공장이다. 이미지는 정보이고*** 정보는 곧 이미지다. 인터넷을 신경망에 비유하는 것에서 보듯이 인터넷은 그 자체 유기체이며 신체이며 몸이다. 그리고 삶 자체이며 사회이고*** 물론 정신이기도 하다. 삶 자체인 인터넷의 몸을 구성하는 세포(흔히 그렇듯 혈관 속을 경유하는 피에 비유해도 그 의미는 다를 것이 없다)는 이미지이고 정보이다. 문제는 몸의 세포가 다름 아닌 이미지이고 정보라는 사실에 있다. 이미지는*** 정보는 사실일까*** 혹은 그렇지 않으면 한낱 허구에 지나지 않은 것일까. (환영의 허구적 경로를 통한 감각적 경험에 길들여진) 우리의 몸은 사실로 구조화된 것인가*** 아니면 한낱 개념에 지나지 않은 것일까. ● 여기서 우리는 마샬 맥루한의 '미디어는 메시지'라는*** 그리고 '미디어는 마사지'라는 말을 어떻게 이해해야 할까. 이는 아마도 미디어가 단순히 메시지를 전달하는 수단임을 넘어 인간의 몸*** 정신*** 감각과 동일시되는 어떤 경지를 일컫는 것은 아닐까. 단순히 신체를 흉내낸 미디어의 몸의 유비(喩比)가 아닌*** 인간이 미디어고 미디어가 인간인*** 몸이 미디어고 미디어가 몸인 어떤 경계 정도로 이해할 수 있지 않을까. 결국 미디어 즉 이미지가 인간이고 몸이고 삶이고 세계인 셈이다. 어느덧 이미지는 삶에 대해*** 그리고 세계에 대해 사고할 요량으로 인간이 자기로부터 분리시켜 대상화할 수 있는 경계를 떠났다. 이런 인식은 논리의 해방도*** 한낱 추상도 아닌 현실이다. 사이트를 운영한 학생이나 접속한 학생이나 사이트로부터 제공받은 정보를 실천에 옮긴 학생이나 그 모두에게 정보는 허구가 아닌 사실이었다. 왜냐하면 정보는 이미 나로부터 분리시켜 대상화할 수 있는 어떤 것이 아니기 때문이다. 모니터 상의 사이트에 젖줄을 대고 있는 세대에게 정보는*** 이미지는*** 재현은 '사실'이다. 자기 외부로부터 단절된*** 비교할 수 있는 그 무엇도 가지지 않은. 이들 세대에게 미술이란*** 작업이란 어떤 형태로 다가올 것인가.2. 재현 ● 언젠가는 이미지 자체와 그것에 붙들린 이름이 함께*** 긴 계열선을 따라 무한히 이동하는(미끄러지는) 상사(相似*** similitude)에 의해*** 탈(비)동일화되는 날이 올 것이다. - 미셀 푸코- ● 이미지는 원래 허구*** 환영*** 귀신 등의 실재하지 않은 것들을 뜻했다. 주로 죽음과 관련한 영적인 경험/실체에 그 맥이 닿아 있는 말이었다. 이런 이미지의 어원은 진작부터 예술이 비현실과 초현실*** 상상력*** 예술의 자율성과 추상 등의 실재하지 않은 것들과 관련을 갖는 것임을 말해준다. 나아가 아무리 현실에 기초한 사실주의나 현실주의의 실천 역시 이런 '허구'의 혐의를 벗어날 수는 없다. 이는 다름 아닌 예술 특유의 '재현'의 속성 탓이다. 예술 을 제외한 여타의 삶의 양상이 나름의 자기 목적성을 갖는 것임에 반해 예술은 언제나 세계/삶 자체가 아닌*** 세계/삶의 어떤 양상을 '재현'하는 것으로서 존재해왔다. 모방이니 일루전이니 환영이니 프리즘이니 하는 말들은 하나같이 예술의 이런 재현의 성질을 겨냥한 것이다. ● 이렇듯이 허구에 기초한 예술의 재현이 궁극적으로는 죽음을 향해 있다는 것은 어쩌면 필연인지도 모른다. 주관정신과 객관정신*** 그리고 절대정신을 경유한 정신이 맞닥트린 지점에서 예술을 장사지낸 헤겔이나*** 예술과 죽음과의 운명적인 관계를 어원적으로 파헤친 레지스 드브레*** 자기 논리의 벼랑 끝에서 예술의 죽음을 발견한 클레멘테 그린버그*** 그리고 니체와 아르토*** 사드와 바타이유가 각자 경우와 입장은 약간씩 다르지만 궁극적으로는 하나같이 이런 예술과 죽음과의 관계를 언급하고 있다. 물질적인 세계를 문학적 상상력의 세계 속에 풀어놓는 바슐라르 역시 이로부터 그리 멀지 않다. 이는 물질적인 세계를 넘어선(부정) 연후에 만난 어떤 경계일 것이다. ● 이렇듯이 예술의 죽음을 논하는 것은 다름 아닌 허구 탓이다. 예술에서의 허구는 회화의 기원을 언급한 나르시스의 신화에서*** 그리고 조각의 기원에 대해 언급한 피그말리온의 신화에서도 엿볼 수 있다. 그 허구는 너무나 공허한(삶/실제에 이어진 최소한의 근거마저 찾아볼 수 없는) 것이어서 행위 자체로부터 의미를 생산하지 못할 때 맞닥트리는 어떤 것이다. 원래 무의미한 것을 의미로*** 그나마 외부로부터 단절된 불구의 의미로 탈바꿈시키지 않으면 안 되는 어떤 것이다. 아마도 창백한 하얀 캔버스는 이런 예술가의 하릴없이 부유하는 사념의*** 관념의*** 권태의 바다를 은유한 것으로 이해할 수 있을 것이다. ● 일단 예술이 허구이자 재현임을 인정한다면 예술에서의 임의성과 자의성 역시 인정해야만 한다. 허구나 재현은 여하한 기준에도 열려져 있기 때문이다. 즉*** 기준이 없다는 말이다. 예술에 대한 모든 기준은 예술 자체와 마찬가지로 임의적이거나 자의적이며*** 최소한 어떤 한정된 문맥/맥락/콘텍스트의 전제 하에서만 의미를 갖는 불구의 어떤 것이다. 재차*** 예술의 임의성과 자의성을*** 그리고 예술에 대한 기준의 임의성과 자의성을 인정한다면*** 예술은 아무 것도 아니기도 하고*** 그리고 동시에 모든 것이기도 하다. 아마도 예술의 열려진 개념이란 말은*** 그리고 실현된 어떤 것이기보다는 언제나 한 가능성으로만 존재한다는 말은 이런 의미일 것이다. 예술에 대한*** 그리고 예술의 기준에 대한 객관성과 보편타당성이 적지 않게 제기되었지만*** 언제나 당대적으로*** 분파적으로 재정의될 수밖에 없었던 저간의 사정 역시 이런 예술의 열려진 개념과 무관하지 않을 것이다. 예술은 실현된(물질적인*** 감각적인 조건을 갖춘) 어떤 것이기보다는 어떤 충동을 자극하는 현재진행형의 심리적 계기일 따름이다. 여타의 장르에 비해 상대적으로 더 물질적인 형태에 기울어진(의미를 풀어놓기보다는 고착화하는) 조형예술은 자신의 이런 물질적인 성질로 인해 오히려 더 불구의 예술이 된다. 3. 재현의 재현*** 유산(遺産) ● 모든 화가들은 그의 머리 속에 회화의 전통을 지니고 있다. 즉 회화의 전통이 그림의 진정한 대상이 된다. 그가 그리는 모든 것은 회화의 전통에 대한 경의와 비평이다. - 로버트 마더웰 - ● 이번 전시는 미술을 단순히 미적 향수를 자극하는 감각적 대상으로서보다는 어떤 의미론적인 정체를 함축하거나 은폐하고 있는*** 그래서 읽어내야 할(쓰여져야 할) 텍스트로서의 이해를 전제로 한다. 그럼으로써 기존의 미술사를 그 자체 완결되어진 어떤 정적인 구조로서보다는 분파적인 맥락 속에서 다시 읽혀져야 할 동적인 대상으로 재맥락화한다. 미술사를 그 자체 폐역적인 죽은 형식의 저장고로부터 언제고 차용할 수 있는 한낱 소재적 차원으로 풀어놓는다. 기존의 미술사에 대한 재독서와 재구조화*** 그리고 재기술의 실천으로써 기왕의 미술사를 보편사로*** 그리고 개별사로 재생시키는 것이다. ● 전시가 겨냥한 차용/재현의 재현/메타 재현의 대상으로서 미술사는 물론이거니와*** 동시대의 보편적인 삶을 대변하는 철학*** 정치*** 사회*** 경제의 반영인 미디어들*** 이를테면 신문이나 잡지 등의 인쇄 매체*** 다큐멘터리 기록물이나 영화 등의 영상물을 비롯한 모든 소통을 위한 매개체를 광범위하게 포괄한다. 한마디로 모든 정형화된 텍스트가 그 대상이다. 정형화된 텍스트를 열려진 텍스트로*** 굳어진 의미를 연성(軟性)의 유기적인 의미로 탈바꿈시킨다. 더러는 미술(예술)의 정체를 변질시키기도 하고*** 최초의 재현이 미처 담아내지 못한 의외의 지평을 열어 놓기도 한다. 이렇듯 변질에 따른 의외의 지평의 개시는 모든 텍스트가 내재한 궁극적인 의미에의 의구심과 이에 따른 끊임없는 의미의 유보(留保)*** 의미들의 수평적인 나열에 그 맥이 닿아있다. ● 전시는 무엇보다도 미술이 '재현'이라는 전제 하에*** 이미 이렇게 내려진 답에 대해 논평하는 형식을 띤다. 재현의 재현 곧 메타 재현의 전제로써 미술이 무엇인가 라는 질문을 재현이 무엇인가 라는 질문으로 전이시킨다. 그리고 재현이 무엇인가 라는 질문에 대한 답 역시 또 다른 재현일 수밖에 없는*** 이중*** 삼중*** 사중...재현인 점을 기꺼이 인정함으로써 답에 대한 기대를 배반한다. 전시는 재현이 무엇인가 라는 질문에 기초함에도 불구하고 그 답을 스스로 비켜 가는 모순을 인정함으로써 재현을 끊임없는 자기 복제와 반복과 나열과 열거의 미궁 속에 빠트린다. 결국 전시는 재현에 대한 답을 구하지 않는다. 대신 미술은*** 미술사는 그저 재현의 자기 복제와 반복과 나열과 열거에 지나지 않은 것임을 투명하게 드러내 보인다. 미술사를 영향사로*** 논평과 주석(註釋)의 역사로*** 쌍방 소통의 역사로 전이시키며*** 반복 덧칠된 영향사를 사(史)적 맥락으로부터 한낱 소재적 차원으로 풀어놓는다. 이렇듯 덧입혀진 메타 재현의 열거로써 동시대에 영향사가 존재하고 가동하는 방식이 더 이상 생산이 아닌*** 재맥락화를 위한 소비가 되고 있음을 투명하게 드러낸다. ● 전시에 참여한 작가들을 일별하면 다음과 같다. 사진 합성으로써 조작된 이미지를 다룬 강홍구*** 김홍도와 신윤복으로 대변되는 전통 풍속화와 독일의 풍속화랄 수 있는 표현주의 계열의 작업을 오버랩한 것으로써 리얼리티의 의미를 묻는 김재웅*** 김홍도와 정선의 회화를 부분 차용해 해체적 방식으로 재맥락화한 정주영*** 서양미술사에 등장하는 명화 이미지들을 발췌해서 이를 실연(實演)한 박혜성*** 미술사 이미지에서 나르시스의 자기 반영성을 보는 우중근*** 주문 제작된 조상(彫像)에 대해 이미지의 저작권을 묻는 김창겸*** 사진 이미지와 유리판에 그려진 이중 그림으로써 그 '차이'에 주목한 배준성*** 미술사의 알레고리와 개인사의 알레고리를 혼성한 것으로써 알레고리화의 복원을 시도한 서상아*** 아톰과 미키마우스를 혼성한 아토마우스로써 혼성 캐릭터를 다룬 이동기*** 그리고 홍지연이 종교화의 이콘을 상품의 논리와 겹치게 함으로써 혼성 모방을 실현한다. 이들 참여작가들의 좀더 밀착된 작품론을 통해서 '재현의 재현'전에 대한 다양한 양상을 읽을 수 있을 것이다. ■ 고충환Vol.20010305a | 재현의 재현展
20010306a,박무림展,여행,exhibition,갤러리사간___서울 종로구 소격동 55번지___Tel. 02_736_1447
20010306a,박무림展,여행,exhibition,"지난해 『미디어 시티전』에서 비디오 작업을 통하여 정지된 과거와 진행되는 현재와의 상관관계를 흥미롭게 보여주었던 작가이다. 그는 사물의 '부분'들을 전시장에 제시하여 관객들로 하여금 '결과'(전체적인 의미)를 유추하도록 이끄는 전시방법을 주로 선보인다. 미국전시 중 ""Free to Move""에서는 그는 아끼던 자동차의 수많은 부품들 하나 하나를 전시장 바닥에 규칙적으로 정돈함으로써 그 차에 의지하고 사용하며 쏟았던 작가의 애정을 관람객들에게 전달하고자 했다. ● 이번 전시는 '여행'에 대한 작가의 경험을 과거에 다녀왔던 단순한 기억의 재현이 아닌 현재까지 변화되고 계속 발전하는 '진행과정'으로 다루고 있다. 작가에게 '여행'은 새로운 사물들과 사람들을 만나는 경험이 되며*** 작가 자신 역시 그들에게 새로운 존재로 다가서는 것이다. 다른 환경*** 존재를 받아들이면서 작가의 고정관념들은 차츰 자유롭게 변화해 가는 것이다. 작가는 여행의 과정에서 자연스럽게 접했던 새로운 상황들*** 휘청거리듯 깨어져 나가는 기존의 의식들*** 그리고 지난 시간들의 회상들을 지금 현재의 또 다른 '기록장치'로 변환하여 보여주는 것이다. ● 1층 전시장에는 여행사진을 담은 라이트 박스*** 캐스팅된 인체작업*** 그가 여행하면서 촬영한 비디오 작업*** 화석화된 가방 등을 전시함으로써 여행에 관한 단편적인 기억들을 제시하고 있다. 지하전시장에는 작가가 직접 제작한 대형냉장고와 중앙이 절단된 컨테이너*** 그리고 눈(目)의 이미지를 담은 라이트 박스들이 굵은 와이어를 통해 모두 연결되어져 전시된다. 각 오브제들이 하나의 연결고리를 가짐으로써 관람객들에게 '부분'과 '전체'를 보여주는 것이다. 특히*** 이번전시를 위해 제작된 유리문의 대형냉장고는 시간의 변동과 함께 기억들을 저장하고 보관하는 '기억의 보존장치'이라는 의미를 담고 있다. ■ 김은성Vol.20010306a | 박무림展"
20010307a,우리 시대 일상 속 시각문화 읽기,시시한 것들의 아름다움,other,저자_강홍구∥쪽수_276∥가격_14***000원∥출간일_2001_0223
20010307a,우리 시대 일상 속 시각문화 읽기,시시한 것들의 아름다움,other,판형_46배판∥ISBN_89-8273-285-3∥도서출판 황금가지
